key,source_text,target_text,status
block.mekanism.elite_energy_cube,Elite Energy Cube,エリートエネルギーキューブ,translated
block.mekanism.elite_enriching_factory,Elite Enriching Factory,エリート濃縮工場,translated
block.mekanism.elite_fluid_tank,Elite Fluid Tank,エリート流体タンク,translated
block.mekanism.elite_induction_cell,Elite Induction Cell,エリート誘導セル,translated
block.mekanism.elite_induction_provider,Elite Induction Provider,エリート誘導プロバイダー,translated
block.mekanism.elite_infusing_factory,Elite Infusing Factory,エリート注入工場,translated
block.mekanism.elite_injecting_factory,Elite Injecting Factory,エリート注射工場,translated
block.mekanism.elite_logistical_transporter,Elite Logistical Transporter,エリートロジスティック運送機,translated
block.mekanism.elite_mechanical_pipe,Elite Mechanical Pipe,エリート機械パイプ,translated
block.mekanism.elite_pressurized_tube,Elite Pressurized Tube,エリート加圧チューブ,translated
block.mekanism.elite_purifying_factory,Elite Purifying Factory,エリート精製工場,translated
block.mekanism.elite_sawing_factory,Elite Sawing Factory,エリート製材工場,translated
block.mekanism.elite_smelting_factory,Elite Smelting Factory,エリート製錬工場,translated
block.mekanism.elite_thermodynamic_conductor,Elite Thermodynamic Conductor,エリート熱力学導体,translated
block.mekanism.elite_universal_cable,Elite Universal Cable,エリートユニバーサルケーブル,translated
block.mekanism.energized_smelter,Energized Smelter,EnergizedSmelter,translated
block.mekanism.enrichment_chamber,Enrichment Chamber,EnrichmentChamber,translated
block.mekanism.ethene,Liquid Ethylene,液体Ethylene,translated
block.mekanism.fluidic_plenisher,Fluidic Plenisher,FluidicPlenisher,translated
block.mekanism.fluorite_ore,Fluorite Ore,FluoriteOre,translated
block.mekanism.formulaic_assemblicator,Formulaic Assemblicator,FormulaicAssemblicator,translated
block.mekanism.fuelwood_heater,Fuelwood Heater,Fuelwoodヒーター,translated
block.mekanism.heavy_water,Heavy Water,HeavyWater,translated
block.mekanism.hydrofluoric_acid,Liquid Hydrofluoric Acid,液体HydrofluoricAcid,translated
block.mekanism.hydrogen,Liquid Hydrogen,液体Hydrogen,translated
block.mekanism.hydrogen_chloride,Liquid Hydrogen Chloride,液体HydrogenChloride,translated
block.mekanism.induction_casing,Induction Casing,誘導Casing,translated
block.mekanism.induction_port,Induction Port,誘導ポート,translated
block.mekanism.industrial_alarm,Industrial Alarm,IndustrialAlarm,translated
block.mekanism.isotopic_centrifuge,Isotopic Centrifuge,Isotopic遠心分離機,translated
block.mekanism.laser,Laser,レーザー,translated
block.mekanism.laser_amplifier,Laser Amplifier,Laserアンプ,translated
block.mekanism.laser_tractor_beam,Laser Tractor Beam,LaserTractorBeam,translated
block.mekanism.lead_ore,Lead Ore,LeadOre,translated
block.mekanism.lithium,Liquid Lithium,液体Lithium,translated
block.mekanism.logistical_sorter,Logistical Sorter,ロジスティックSorter,translated
block.mekanism.metallurgic_infuser,Metallurgic Infuser,冶金Infuser,translated
block.mekanism.modification_station,Modification Station,ModificationStation,translated
block.mekanism.nutritional_liquifier,Nutritional Liquifier,NutritionalLiquifier,translated
block.mekanism.nutritional_paste,Nutritional Paste,NutritionalPaste,translated
block.mekanism.oredictionificator,Oredictionificator,鉱石辞書化装置,translated
block.mekanism.osmium_compressor,Osmium Compressor,オスミウムCompressor,translated
block.mekanism.osmium_ore,Osmium Ore,オスミウムOre,translated
block.mekanism.oxygen,Liquid Oxygen,液体Oxygen,translated
block.mekanism.painting_machine,Painting Machine,Painting機械,translated
block.mekanism.personal_barrel,Personal Barrel,PersonalBarrel,translated
block.mekanism.personal_chest,Personal Chest,PersonalChest,translated
block.mekanism.pigment_extractor,Pigment Extractor,PigmentExtractor,translated
block.mekanism.pigment_mixer,Pigment Mixer,PigmentMixer,translated
block.mekanism.precision_sawmill,Precision Sawmill,PrecisionSawmill,translated
block.mekanism.pressure_disperser,Pressure Disperser,PressureDisperser,translated
block.mekanism.pressurized_reaction_chamber,Pressurized Reaction Chamber,加圧ReactionChamber,translated
block.mekanism.purification_chamber,Purification Chamber,PurificationChamber,translated
block.mekanism.qio_dashboard,QIO Dashboard,Dashboard,translated
block.mekanism.qio_drive_array,QIO Drive Array,DriveArray,translated
block.mekanism.qio_exporter,QIO Exporter,Exporter,translated
block.mekanism.qio_importer,QIO Importer,Importer,translated
block.mekanism.qio_redstone_adapter,QIO Redstone Adapter,RedstoneAdapter,translated
block.mekanism.quantum_entangloporter,Quantum Entangloporter,QuantumEntangloporter,translated
block.mekanism.radioactive_waste_barrel,Radioactive Waste Barrel,RadioactiveWasteBarrel,translated
block.mekanism.resistive_heater,Resistive Heater,Resistiveヒーター,translated
block.mekanism.restrictive_transporter,Restrictive Transporter,Restrictive運送機,translated
block.mekanism.rotary_condensentrator,Rotary Condensentrator,RotaryCondensentrator,translated
block.mekanism.security_desk,Security Desk,SecurityDesk,translated
block.mekanism.seismic_vibrator,Seismic Vibrator,SeismicVibrator,translated
block.mekanism.sodium,Liquid Sodium,液体Sodium,translated
block.mekanism.solar_neutron_activator,Solar Neutron Activator,SolarNeutronActivator,translated
block.mekanism.sps_casing,SPS Casing,Casing,translated
block.mekanism.sps_port,SPS Port,ポート,translated
block.mekanism.steam,Liquid Steam,液体Steam,translated
block.mekanism.steel_casing,Steel Casing,スチールCasing,translated
block.mekanism.structural_glass,Structural Glass,StructuralGlass,translated
block.mekanism.sulfur_dioxide,Liquid Sulfur Dioxide,液体SulfurDioxide,translated
block.mekanism.sulfur_trioxide,Liquid Sulfur Trioxide,液体SulfurTrioxide,translated
block.mekanism.sulfuric_acid,Sulfuric Acid,SulfuricAcid,translated
block.mekanism.supercharged_coil,Supercharged Coil,Superchargedコイル,translated
block.mekanism.superheated_sodium,Liquid Superheated Sodium,液体SuperheatedSodium,translated
block.mekanism.superheating_element,Superheating Element,SuperheatingElement,translated
block.mekanism.teleporter,Teleporter,テレポーター,translated
block.mekanism.teleporter_frame,Teleporter Frame,TeleporterFrame,translated
block.mekanism.thermal_evaporation_block,Thermal Evaporation Block,ThermalEvaporationBlock,translated
block.mekanism.thermal_evaporation_controller,Thermal Evaporation Controller,ThermalEvaporationController,translated
block.mekanism.thermal_evaporation_valve,Thermal Evaporation Valve,ThermalEvaporationバルブ,translated
block.mekanism.tin_ore,Tin Ore,スズOre,translated
block.mekanism.ultimate_bin,Ultimate Bin,究極のビン,translated
block.mekanism.ultimate_chemical_tank,Ultimate Chemical Tank,究極の化学物質タンク,translated
block.mekanism.ultimate_combining_factory,Ultimate Combining Factory,究極のコンバイニング工場,translated
block.mekanism.ultimate_compressing_factory,Ultimate Compressing Factory,究極の圧縮工場,translated
block.mekanism.ultimate_crushing_factory,Ultimate Crushing Factory,究極の粉砕工場,translated
block.mekanism.ultimate_energy_cube,Ultimate Energy Cube,究極のエネルギーキューブ,translated
block.mekanism.ultimate_enriching_factory,Ultimate Enriching Factory,究極の濃縮工場,translated
block.mekanism.ultimate_fluid_tank,Ultimate Fluid Tank,究極の流体タンク,translated
block.mekanism.ultimate_induction_cell,Ultimate Induction Cell,究極の誘導セル,translated
block.mekanism.ultimate_induction_provider,Ultimate Induction Provider,究極の誘導プロバイダー,translated
block.mekanism.ultimate_infusing_factory,Ultimate Infusing Factory,究極の注入工場,translated
block.mekanism.ultimate_injecting_factory,Ultimate Injecting Factory,究極の注射工場,translated
block.mekanism.ultimate_logistical_transporter,Ultimate Logistical Transporter,究極のロジスティック運送機,translated
block.mekanism.ultimate_mechanical_pipe,Ultimate Mechanical Pipe,究極の機械パイプ,translated
block.mekanism.ultimate_pressurized_tube,Ultimate Pressurized Tube,究極の加圧チューブ,translated
block.mekanism.ultimate_purifying_factory,Ultimate Purifying Factory,究極の精製工場,translated
block.mekanism.ultimate_sawing_factory,Ultimate Sawing Factory,究極の製材工場,translated
block.mekanism.ultimate_smelting_factory,Ultimate Smelting Factory,究極の製錬工場,translated
block.mekanism.ultimate_thermodynamic_conductor,Ultimate Thermodynamic Conductor,究極の熱力学導体,translated
block.mekanism.ultimate_universal_cable,Ultimate Universal Cable,究極のユニバーサルケーブル,translated
block.mekanism.uranium_hexafluoride,Liquid Uranium Hexafluoride,液体ウランHexafluoride,translated
block.mekanism.uranium_ore,Uranium Ore,ウランOre,translated
block.mekanism.uranium_oxide,Liquid Uranium Oxide,液体ウランOxide,translated
boiler.mekanism.boil_rate,Boil Rate: %1$s mB/t,BoilRate1smt,translated
boiler.mekanism.capacity,Boil Capacity: %1$s mB/t,BoilCapacity1smt,translated
boiler.mekanism.coolant_tank,Coolant Tank,Coolantタンク,translated
boiler.mekanism.heat_transfer,Heat Transfer,熱Transfer,translated
boiler.mekanism.heaters,Superheaters: %1$s,Superheaters1s,translated
boiler.mekanism.invalid_air_pockets,"Couldn't form, found disconnected interior air pockets.",Couldntformfounddisconnectedinteriorairpockets,translated
boiler.mekanism.invalid_extra_disperser,"Couldn't form, found invalid Pressure Dispersers.",CouldntformfoundinvalidPressureDispersers,translated
boiler.mekanism.invalid_missing_disperser,"Couldn't form, expected but didn't find Pressure Disperser at %1$s.",CouldntformexpectedbutdidntfindPressureDisperserat1s,translated
boiler.mekanism.invalid_no_disperser,"Couldn't form, no Pressure Disperser layer found.",CouldntformnoPressureDisperserlayerfound,translated
boiler.mekanism.invalid_superheating,"Couldn't form, invalid Superheating Element arrangement.",CouldntforminvalidSuperheatingElementarrangement,translated
boiler.mekanism.max_boil,Max Boil: %1$s mB/t,MaxBoil1smt,translated
boiler.mekanism.max_steam,Max Steam: %1$s mB,MaxSteam1sm,translated
boiler.mekanism.max_water,Max Water: %1$s mB,MaxWater1sm,translated
boiler.mekanism.stats,Boiler Statistics,BoilerStatistics,translated
boiler.mekanism.steam_tank,Steam Tank,Steamタンク,translated
boiler.mekanism.thermoelectric_boiler,Thermoelectric Boiler,ThermoelectricBoiler,translated
boiler.mekanism.valve_mode_change,Valve mode changed to: %1$s,バルブmodechangedto1s,translated
boiler.mekanism.valve_mode_input,input only,inputonly,translated
boiler.mekanism.valve_mode_output_coolant,output coolant,outputcoolant,translated
boiler.mekanism.valve_mode_output_steam,output steam,outputsteam,translated
boiler.mekanism.water_tank,Water Tank,Waterタンク,translated
boolean.mekanism.active,Active,有効,translated
boolean.mekanism.disabled,Disabled,無効,translated
boolean.mekanism.input,Input,入力,translated
boolean.mekanism.no,no,いいえ,translated
boolean.mekanism.off,off,オフ,translated
boolean.mekanism.off_caps,OFF,オフ,translated
boolean.mekanism.on,on,オン,translated
boolean.mekanism.on_caps,ON,オン,translated
boolean.mekanism.output,Output,出力,translated
boolean.mekanism.yes,yes,はい,translated
button.mekanism.cancel,Cancel,キャンセル,translated
button.mekanism.config,Config,設定,translated
button.mekanism.confirm,Confirm,確認,translated
button.mekanism.delete,Delete,削除,translated
button.mekanism.itemstack_filter,ItemStack,アイテムStack,translated
button.mekanism.material_filter,Material,マテリアル,translated
button.mekanism.modid_filter,Mod ID,Mod ID,translated
button.mekanism.new_filter,New Filter,New フィルター,translated
button.mekanism.options,Options,オプション,translated
button.mekanism.remove,Remove,削除,translated
button.mekanism.save,Save,保存,translated
button.mekanism.set,Set,設定,translated
button.mekanism.start,Start,開始,translated
button.mekanism.stop,Stop,停止,translated
button.mekanism.tag_filter,Tag,タグ,translated
button.mekanism.teleport,Teleport,テレポート,translated
capacity.mekanism.generic,Capacity: %1$s,容量: %1$s,translated
capacity.mekanism.items,Capacity: %1$s Items,Capacity: %1$s アイテムs,translated
capacity.mekanism.mb,Capacity: %1$s mB,容量: %1$s mB,translated
capacity.mekanism.mb.per_tick,Capacity: %1$s mB/t,容量: %1$s mB/t,translated
capacity.mekanism.per_tick,Capacity: %1$s/t,容量: %1$s/t,translated
cardboard_box.mekanism.block,Block: %1$s,ブロック: %1$s,translated
cardboard_box.mekanism.block_data,Block data: %1$s,ブロック data: %1$s,translated
cardboard_box.mekanism.block_entity,Block Entity: %1$s,ブロック Entity: %1$s,translated
chemical.mekanism.attribute.coolant.efficiency," - Coolant Efficiency: %1$s"," - クーラント効率: %1$s",translated
chemical.mekanism.attribute.coolant.heat_capacity," - Thermal Enthalpy: %1$s"," - 熱容量: %1$s",translated
chemical.mekanism.attribute.fuel.burn_ticks," - Burn Time: %1$s t"," - 燃焼時間: %1$s t",translated
chemical.mekanism.attribute.fuel.energy_density," - Energy Density: %1$s"," - エネルギー Density: %1$s",translated
chemical.mekanism.attribute.radiation," - Radioactivity: %1$s"," - 放射能: %1$s",translated
color.mekanism.aqua,Aqua,アクア,translated
color.mekanism.black,Black,黒,translated
color.mekanism.bright_green,Lime,黄緑,translated
color.mekanism.bright_pink,Pink,ピンク,translated
color.mekanism.brown,Brown,茶色,translated
color.mekanism.dark_aqua,Cyan,青緑色,translated
color.mekanism.dark_blue,Blue,青色,translated
color.mekanism.dark_gray,Gray,灰色,translated
color.mekanism.dark_green,Green,緑色,translated
color.mekanism.dark_red,Dark Red,深赤色,translated
color.mekanism.gray,Light Gray,薄灰色,translated
color.mekanism.indigo,Light Blue,空色,translated
color.mekanism.orange,Orange,橙色,translated
color.mekanism.pink,Magenta,赤紫色,translated
color.mekanism.purple,Purple,紫色,translated
color.mekanism.red,Red,赤色,translated
color.mekanism.white,White,白色,translated
color.mekanism.yellow,Yellow,黄色,translated
command.mekanism.build.built,Finished building: %1$s.,ビルド完了: %1$s。,translated
command.mekanism.build.built.empty,Finished building empty: %1$s.,空のビルド完了: %1$s。,translated
command.mekanism.build.removed,Build successfully removed.,ビルドを削除しました。,translated
command.mekanism.chunk.clear,%1$s chunks removed from watch list.,ウォッチリストから%1$sチャンクを削除しました。,translated
command.mekanism.chunk.flush,%1$s chunks unloaded.,%1$sチャンクをアンロードしました。,translated
command.mekanism.chunk.loaded,Loaded chunk (%1$s).,チャンク(%1$s)をロードしました。,translated
command.mekanism.chunk.unloaded,Unloaded chunk (%1$s).,チャンク(%1$s)をアンロードしました。,translated
command.mekanism.chunk.unwatch,Chunk (%1$s) removed from watch list.,チャンク(%1$s)がウォッチリストから削除されました。,translated
command.mekanism.chunk.watch,Chunk (%1$s) added to watch list.,チャンク(%1$s)がウォッチリストに追加されました。,translated
command.mekanism.debug,Toggled debug mode: %1$s.,デバッグモード切り替え: %1$s。,translated
command.mekanism.error.build.miss,No valid target found.,有効なターゲットが見つかりません。,translated
command.mekanism.error.retrogen.disabled,"Retrogen is disabled, please enable it in the config.",レトロジェンは無効です。設定で有効にしてください。,translated
command.mekanism.error.retrogen.failure,Failed to queue any chunks for retrogen.,レトロジェンのキューに追加するチャンクがありません。,translated
command.mekanism.error.tpop.empty,No positions on stack.,スタック上にポジションがありません。,translated
command.mekanism.radiation.add,Added %1$s radiation at (%2$s) in %3$s.,(%2$s)の%3$sに%1$s放射能を追加しました。,translated
command.mekanism.radiation.clear,Cleared player radiation.,プレイヤーの放射能をクリアしました。,translated
command.mekanism.radiation.clear.entity,Cleared entity radiation for: %1$s.,%1$sのエンティティ放射能をクリアしました。,translated
command.mekanism.radiation.get,Current radiation at (%1$s) in %2$s: %3$s,(%1$s)の%2$sの現在の放射能: %3$s,translated
command.mekanism.radiation.remove_all,Removed all radiation sources.,すべての放射線源を削除しました。,translated
command.mekanism.retrogen.chunk_queued,Queued chunk (%1$s) in %2$s for retrogen.,%2$sのチャンク(%1$s)をレトロジェン用にキューに追加しました。,translated
command.mekanism.testrules,"Enabled keepInventory, and disabled doMobSpawning, doDaylightCycle, doWeatherCycle and mobGriefing!",keepInventoryを有効化、doMobSpawning、doDaylightCycle、doWeatherCycle、mobGriefingを無効化しました！,translated
command.mekanism.tp,Teleported to (%1$s) - saved last position on stack.,(%1$s)にテレポートしました - 前の位置をスタックに保存しました。,translated
command.mekanism.tpop,Returned to (%1$s); %2$s positions on stack.,(%1$s)に戻りました ; スタック上に%2$sポジションがあります。,translated
condensentrator.mekanism.condensentrating,Condensentrating,濃縮中,translated
condensentrator.mekanism.decondensentrating,Decondensentrating,濃縮解除中,translated
condensentrator.mekanism.toggle,Toggle operation,動作切り替え,translated
configuration.mekanism.config_type,%1$s Config,%1$s 設定,translated
configuration.mekanism.no_eject,Can't Eject,排出できません,translated
configuration.mekanism.no_eject.tooltip,"Auto-eject is not supported, manual extraction may still be possible.","自動-排出 is not supported, manual extraction may still be possible.",translated
configuration.mekanism.side,Side Config,サイド設定,translated
configuration.mekanism.side.clear,Clear Side Config (sets all sides to none),サイド設定をクリア（すべてのサイドをなしに設定）,translated
configuration.mekanism.slots,Slots,スロット,translated
configuration.mekanism.strict_input,Strict Input,Strict 入力,translated
configuration.mekanism.strict_input.enabled,Strict Input (%1$s),Strict 入力 (%1$s),translated
configuration.mekanism.transporter,Transporter Config,運送機 Config,translated
configuration_card.mekanism.got,Retrieved configuration data from %1$s,%1$sから設定データを取得しました,translated
configuration_card.mekanism.has_data,Data: %1$s,データ: %1$s,translated
configuration_card.mekanism.set,Injected configuration data of type %1$s,タイプ%1$sの設定データを注入しました,translated
configuration_card.mekanism.unequal,Unequal configuration data formats.,設定データ形式が一致しません。,translated
configurator.mekanism.configurate,Configurate (%1$s),コンフィギュレート (%1$s),translated
configurator.mekanism.configure_state,Configure State: %1$s,設定状態: %1$s,translated
configurator.mekanism.empty,Empty,空,translated
configurator.mekanism.mode_change,Connection type changed to: %1$s,接続タイプが変更されました: %1$s,translated
configurator.mekanism.plenisher_reset,Reset Fluidic Plenisher calculation,Reset 流体ic Plenisher calculation,translated
configurator.mekanism.pump_reset,Reset Electric Pump calculation,Reset Electric ポンプ calculation,translated
configurator.mekanism.redstone_sensitivity,Redstone sensitivity turned: %1$s,レッドストーン感度が変更されました: %1$s,translated
configurator.mekanism.rotate,Rotate,回転,translated
configurator.mekanism.state,State: %1$s,状態: %1$s,translated
configurator.mekanism.toggle_color,Color bumped to: %1$s,カラーが変更されました: %1$s,translated
configurator.mekanism.toggle_mode,%1$s behavior bumped to: %2$s (%3$s),%1$s動作が変更されました: %2$s (%3$s),translated
configurator.mekanism.view_color,Current color: %1$s,現在の色: %1$s,translated
configurator.mekanism.view_mode,Current %1$s behavior: %2$s (%3$s),現在の%1$s動作: %2$s (%3$s),translated
configurator.mekanism.wrench,Wrench,レンチ,translated
connection.mekanism.none,None,なし,translated
connection.mekanism.normal,Normal,通常,translated
connection.mekanism.pull,Pull,引出し,translated
connection.mekanism.push,Push,押込み,translated
constants.mekanism.alpha_warning,"Warning: Mekanism is currently in alpha, and is not recommended for widespread use in modpacks. There are likely to be game breaking bugs, and various other issues that you can read more about %1$s.",警告: Mekanismは現在アルファ版であり、modpackでの広範な使用は推奨されません。ゲームを破壊するバグや様々な問題が発生する可能性があります。詳しくは%1$sをご覧ください。,translated
constants.mekanism.alpha_warning.here,here,こちら,translated
constants.mekanism.debug_title,Mekanism Debug,Mekanism デバッグ,translated
constants.mekanism.error,Error,エラー,translated
constants.mekanism.forge,MinecraftForge,MinecraftForge,translated
constants.mekanism.ic2,IndustrialCraft,Industrialクラフト,translated
constants.mekanism.log_format,[%1$s] %2$s,[%1$s] %2$s,translated
constants.mekanism.mod_name,Mekanism,Mekanism,translated
container.mekanism.advanced_chemical_tank,Advanced Chemical Tank,高度な 化学物質 タンク,translated
container.mekanism.advanced_combining_factory,Advanced Combining Factory,高度な コンバイニング 工場,translated
container.mekanism.advanced_compressing_factory,Advanced Compressing Factory,高度な 圧縮 工場,translated
container.mekanism.advanced_crushing_factory,Advanced Crushing Factory,高度な 粉砕 工場,translated
container.mekanism.advanced_energy_cube,Advanced Energy Cube,高度な エネルギー キューブ,translated
container.mekanism.advanced_enriching_factory,Advanced Enriching Factory,高度な 濃縮 工場,translated
container.mekanism.advanced_fluid_tank,Advanced Fluid Tank,高度な 流体 タンク,translated
container.mekanism.advanced_infusing_factory,Advanced Infusing Factory,高度な 注入 工場,translated
container.mekanism.advanced_injecting_factory,Advanced Injecting Factory,高度な 注射 工場,translated
container.mekanism.advanced_purifying_factory,Advanced Purifying Factory,高度な 精製 工場,translated
container.mekanism.advanced_sawing_factory,Advanced Sawing Factory,高度な 製材 工場,translated
