key,source_text,target_text,status
block.connectedglass.clear_glass_brown,Clear Brown Stained Glass,クリア茶色の色付きガラス,translated
block.connectedglass.clear_glass_brown_pane,Clear Brown Stained Glass Pane,クリア茶色の色付きガラス板,translated
block.connectedglass.clear_glass_cyan,Clear Cyan Stained Glass,クリア水色の色付きガラス,translated
block.connectedglass.clear_glass_cyan_pane,Clear Cyan Stained Glass Pane,クリア水色の色付きガラス板,translated
block.connectedglass.clear_glass_gray,Clear Gray Stained Glass,クリア灰色の色付きガラス,translated
block.connectedglass.clear_glass_gray_pane,Clear Gray Stained Glass Pane,クリア灰色の色付きガラス板,translated
block.connectedglass.clear_glass_green,Clear Green Stained Glass,クリア緑の色付きガラス,translated
block.connectedglass.clear_glass_green_pane,Clear Green Stained Glass Pane,クリア緑の色付きガラス板,translated
block.connectedglass.clear_glass_light_blue,Clear Light Blue Stained Glass,クリア薄い青の色付きガラス,translated
block.connectedglass.clear_glass_light_blue_pane,Clear Light Blue Stained Glass Pane,クリア薄い青の色付きガラス板,translated
block.connectedglass.clear_glass_light_gray,Clear Light Gray Stained Glass,クリア薄い灰色の色付きガラス,translated
block.connectedglass.clear_glass_light_gray_pane,Clear Light Gray Stained Glass Pane,クリア薄い灰色の色付きガラス板,translated
block.connectedglass.clear_glass_lime,Clear Lime Stained Glass,クリアライムの色付きガラス,translated
block.connectedglass.clear_glass_lime_pane,Clear Lime Stained Glass Pane,クリアライムの色付きガラス板,translated
block.connectedglass.clear_glass_magenta,Clear Magenta Stained Glass,クリアマゼンタの色付きガラス,translated
block.connectedglass.clear_glass_magenta_pane,Clear Magenta Stained Glass Pane,クリアマゼンタの色付きガラス板,translated
block.connectedglass.clear_glass_orange,Clear Orange Stained Glass,クリアオレンジの色付きガラス,translated
block.connectedglass.clear_glass_orange_pane,Clear Orange Stained Glass Pane,クリアオレンジの色付きガラス板,translated
block.connectedglass.clear_glass_pane,Clear Glass Pane,クリアガラス板,translated
block.connectedglass.clear_glass_pink,Clear Pink Stained Glass,クリアピンクの色付きガラス,translated
block.connectedglass.clear_glass_pink_pane,Clear Pink Stained Glass Pane,クリアピンクの色付きガラス板,translated
block.connectedglass.clear_glass_purple,Clear Purple Stained Glass,クリア紫の色付きガラス,translated
block.connectedglass.clear_glass_purple_pane,Clear Purple Stained Glass Pane,クリア紫の色付きガラス板,translated
block.connectedglass.clear_glass_red,Clear Red Stained Glass,クリア赤い色付きガラス,translated
block.connectedglass.clear_glass_red_pane,Clear Red Stained Glass Pane,クリア赤い色付きガラス板,translated
block.connectedglass.clear_glass_white,Clear White Stained Glass,クリア白い色付きガラス,translated
block.connectedglass.clear_glass_white_pane,Clear White Stained Glass Pane,クリア白い色付きガラス板,translated
block.connectedglass.clear_glass_yellow,Clear Yellow Stained Glass,クリア黄色い色付きガラス,translated
block.connectedglass.clear_glass_yellow_pane,Clear Yellow Stained Glass Pane,クリア黄色い色付きガラス板,translated
block.connectedglass.scratched_glass,Scratched Glass,キズ付きガラス,translated
block.connectedglass.scratched_glass_black,Scratched Black Stained Glass,キズ付き黒い色付きガラス,translated
block.connectedglass.scratched_glass_black_pane,Scratched Black Stained Glass Pane,キズ付き黒い色付きガラス板,translated
block.connectedglass.scratched_glass_blue,Scratched Blue Stained Glass,キズ付き青い色付きガラス,translated
block.connectedglass.scratched_glass_blue_pane,Scratched Blue Stained Glass Pane,キズ付き青い色付きガラス板,translated
block.connectedglass.scratched_glass_brown,Scratched Brown Stained Glass,キズ付き茶色の色付きガラス,translated
block.connectedglass.scratched_glass_brown_pane,Scratched Brown Stained Glass Pane,キズ付き茶色の色付きガラス板,translated
block.connectedglass.scratched_glass_cyan,Scratched Cyan Stained Glass,キズ付き水色の色付きガラス,translated
block.connectedglass.scratched_glass_cyan_pane,Scratched Cyan Stained Glass Pane,キズ付き水色の色付きガラス板,translated
block.connectedglass.scratched_glass_gray,Scratched Gray Stained Glass,キズ付き灰色の色付きガラス,translated
block.connectedglass.scratched_glass_gray_pane,Scratched Gray Stained Glass Pane,キズ付き灰色の色付きガラス板,translated
block.connectedglass.scratched_glass_green,Scratched Green Stained Glass,キズ付き緑の色付きガラス,translated
block.connectedglass.scratched_glass_green_pane,Scratched Green Stained Glass Pane,キズ付き緑の色付きガラス板,translated
block.connectedglass.scratched_glass_light_blue,Scratched Light Blue Stained Glass,キズ付き薄い青の色付きガラス,translated
block.connectedglass.scratched_glass_light_blue_pane,Scratched Light Blue Stained Glass Pane,キズ付き薄い青の色付きガラス板,translated
block.connectedglass.scratched_glass_light_gray,Scratched Light Gray Stained Glass,キズ付き薄い灰色の色付きガラス,translated
block.connectedglass.scratched_glass_light_gray_pane,Scratched Light Gray Stained Glass Pane,キズ付き薄い灰色の色付きガラス板,translated
block.connectedglass.scratched_glass_lime,Scratched Lime Stained Glass,キズ付きライムの色付きガラス,translated
block.connectedglass.scratched_glass_lime_pane,Scratched Lime Stained Glass Pane,キズ付きライムの色付きガラス板,translated
block.connectedglass.scratched_glass_magenta,Scratched Magenta Stained Glass,キズ付きマゼンタの色付きガラス,translated
block.connectedglass.scratched_glass_magenta_pane,Scratched Magenta Stained Glass Pane,キズ付きマゼンタの色付きガラス板,translated
block.connectedglass.scratched_glass_orange,Scratched Orange Stained Glass,キズ付きオレンジの色付きガラス,translated
block.connectedglass.scratched_glass_orange_pane,Scratched Orange Stained Glass Pane,キズ付きオレンジの色付きガラス板,translated
block.connectedglass.scratched_glass_pane,Scratched Glass Pane,キズ付きガラス板,translated
block.connectedglass.scratched_glass_pink,Scratched Pink Stained Glass,キズ付きピンクの色付きガラス,translated
block.connectedglass.scratched_glass_pink_pane,Scratched Pink Stained Glass Pane,キズ付きピンクの色付きガラス板,translated
block.connectedglass.scratched_glass_purple,Scratched Purple Stained Glass,キズ付き紫の色付きガラス,translated
block.connectedglass.scratched_glass_purple_pane,Scratched Purple Stained Glass Pane,キズ付き紫の色付きガラス板,translated
block.connectedglass.scratched_glass_red,Scratched Red Stained Glass,キズ付き赤い色付きガラス,translated
block.connectedglass.scratched_glass_red_pane,Scratched Red Stained Glass Pane,キズ付き赤い色付きガラス板,translated
block.connectedglass.scratched_glass_white,Scratched White Stained Glass,キズ付き白い色付きガラス,translated
block.connectedglass.scratched_glass_white_pane,Scratched White Stained Glass Pane,キズ付き白い色付きガラス板,translated
block.connectedglass.scratched_glass_yellow,Scratched Yellow Stained Glass,キズ付き黄色い色付きガラス,translated
block.connectedglass.scratched_glass_yellow_pane,Scratched Yellow Stained Glass Pane,キズ付き黄色い色付きガラス板,translated
block.connectedglass.tinted_borderless_glass,Connecting Tinted Glass,つながる色付きガラス,translated
block.connectedglass.tinted_borderless_glass_black,Connecting Tinted Black Stained Glass,つながる色付き黒い色付きガラス,translated
block.connectedglass.tinted_borderless_glass_blue,Connecting Tinted Blue Stained Glass,つながる色付き青い色付きガラス,translated
block.connectedglass.tinted_borderless_glass_brown,Connecting Tinted Brown Stained Glass,つながる色付き茶色の色付きガラス,translated
block.connectedglass.tinted_borderless_glass_cyan,Connecting Tinted Cyan Stained Glass,つながる色付き水色の色付きガラス,translated
block.connectedglass.tinted_borderless_glass_gray,Connecting Tinted Gray Stained Glass,つながる色付き灰色の色付きガラス,translated
block.connectedglass.tinted_borderless_glass_green,Connecting Tinted Green Stained Glass,つながる色付き緑の色付きガラス,translated
block.connectedglass.tinted_borderless_glass_light_blue,Connecting Tinted Light Blue Stained Glass,つながる色付き薄い青の色付きガラス,translated
block.connectedglass.tinted_borderless_glass_light_gray,Connecting Tinted Light Gray Stained Glass,つながる色付き薄い灰色の色付きガラス,translated
block.connectedglass.tinted_borderless_glass_lime,Connecting Tinted Lime Stained Glass,つながる色付きライムの色付きガラス,translated
block.connectedglass.tinted_borderless_glass_magenta,Connecting Tinted Magenta Stained Glass,つながる色付きマゼンタの色付きガラス,translated
block.connectedglass.tinted_borderless_glass_orange,Connecting Tinted Orange Stained Glass,つながる色付きオレンジの色付きガラス,translated
block.connectedglass.tinted_borderless_glass_pink,Connecting Tinted Pink Stained Glass,つながる色付きピンクの色付きガラス,translated
block.connectedglass.tinted_borderless_glass_purple,Connecting Tinted Purple Stained Glass,つながる色付き紫の色付きガラス,translated
block.connectedglass.tinted_borderless_glass_red,Connecting Tinted Red Stained Glass,つながる色付き赤い色付きガラス,translated
block.connectedglass.tinted_borderless_glass_white,Connecting Tinted White Stained Glass,つながる色付き白い色付きガラス,translated
block.connectedglass.tinted_borderless_glass_yellow,Connecting Tinted Yellow Stained Glass,つながる色付き黄色い色付きガラス,translated
connectedglass.item_group,Connected Glass,つながるガラス,translated
connectedglass,Connected Glass,,pending
