key,source_text,target_text,status
block.mcwfences.granite_pillar_wall,Granite Pillar Wall,花崗岩の柱状の壁,translated
block.mcwfences.granite_railing_gate,Granite Railing Gate,花崗岩の手すりゲート,translated
block.mcwfences.guardian_metal_fence,Guardian Metal Fence,ガーディアン金属フェンス,translated
block.mcwfences.iron_cheval_de_frise,Iron Cheval De Frise,鉄のさらし止め,translated
block.mcwfences.jungle_curved_gate,Jungle Curved Gate,ジャングルの曲線ゲート,translated
block.mcwfences.jungle_hedge,Jungle Hedge,ジャングルの生垣,translated
block.mcwfences.jungle_highley_gate,Jungle Highley Gate,ジャングルのハイリーゲート,translated
block.mcwfences.jungle_horse_fence,Jungle Horse Fence,ジャングルの馬用フェンス,translated
block.mcwfences.jungle_picket_fence,Jungle Picket Fence,ジャングルのピケットフェンス,translated
block.mcwfences.jungle_pyramid_gate,Jungle Pyramid Gate,ジャングルのピラミッドゲート,translated
block.mcwfences.jungle_stockade_fence,Jungle Stockade Fence,ジャングルの木柵フェンス,translated
block.mcwfences.jungle_wired_fence,Jungle Wired Fence,ジャングルの有刺フェンス,translated
block.mcwfences.majestic_metal_fence_gate,Majestic Metal Fence Gate,雄大な金属フェンスゲート,translated
block.mcwfences.mangrove_curved_gate,Mangrove Curved Gate,マングローブの曲線ゲート,translated
block.mcwfences.mangrove_hedge,Mangrove Hedge,マングローブの生垣,translated
block.mcwfences.mangrove_highley_gate,Mangrove Highley Gate,マングローブのハイリーゲート,translated
block.mcwfences.mangrove_horse_fence,Mangrove Horse Fence,マングローブの馬用フェンス,translated
block.mcwfences.mangrove_picket_fence,Mangrove Picket Fence,マングローブのピケットフェンス,translated
block.mcwfences.mangrove_pyramid_gate,Mangrove Pyramid Gate,マングローブのピラミッドゲート,translated
block.mcwfences.mangrove_stockade_fence,Mangrove Stockade Fence,マングローブの木柵フェンス,translated
block.mcwfences.mangrove_wired_fence,Mangrove Wired Fence,マングローブの有刺フェンス,translated
block.mcwfences.mesh_metal_fence,Mesh Metal Fence,メッシュ金属フェンス,translated
block.mcwfences.mesh_metal_fence_gate,Mesh Metal Fence Gate,メッシュ金属フェンスゲート,translated
block.mcwfences.modern_andesite_wall,Modern Andesite Wall,モダン安山岩の壁,translated
block.mcwfences.modern_blackstone_wall,Modern Blackstone Wall,モダンブラックストーンの壁,translated
block.mcwfences.modern_deepslate_brick_wall,Modern Deepslate Brick Wall,モダンディープスレートレンガの壁,translated
block.mcwfences.modern_deepslate_wall,Modern Deepslate Wall,モダンディープスレートの壁,translated
block.mcwfences.modern_diorite_wall,Modern Diorite Wall,モダン花崗閃緑岩の壁,translated
block.mcwfences.modern_end_brick_wall,Modern End Brick Wall,モダンエンドレンガの壁,translated
block.mcwfences.modern_granite_wall,Modern Granite Wall,モダン花崗岩の壁,translated
block.mcwfences.modern_mud_brick_wall,Modern Mud Brick Wall,モダン泥レンガの壁,translated
block.mcwfences.modern_nether_brick_wall,Modern Nether Brick Wall,モダンネザーレンガの壁,translated
block.mcwfences.modern_prismarine_wall,Modern Prismarine Wall,モダンプリズマリンの壁,translated
block.mcwfences.modern_quartz_wall,Modern Quartz Wall,モダン石英の壁,translated
block.mcwfences.modern_red_sandstone_wall,Modern Red Sandstone Wall,モダン赤砂岩の壁,translated
block.mcwfences.modern_sandstone_wall,Modern Sandstone Wall,モダン砂岩の壁,translated
block.mcwfences.modern_stone_brick_wall,Modern Stone Brick Wall,モダン石レンガの壁,translated
block.mcwfences.mud_brick_grass_topped_wall,Mud Brick Grass Topped Wall,泥レンガの草付き壁,translated
block.mcwfences.mud_brick_pillar_wall,Mud Brick Pillar Wall,泥レンガの柱状の壁,translated
block.mcwfences.mud_brick_railing_gate,Mud Brick Railing Gate,泥レンガの手すりゲート,translated
block.mcwfences.nether_brick_grass_topped_wall,Nether Brick Grass Topped Wall,ネザーレンガの草付き壁,translated
block.mcwfences.nether_brick_pillar_wall,Nether Brick Pillar Wall,ネザーレンガの柱状の壁,translated
block.mcwfences.nether_brick_railing_gate,Nether Brick Railing Gate,ネザーレンガの手すりゲート,translated
block.mcwfences.oak_curved_gate,Oak Curved Gate,樫の曲線ゲート,translated
block.mcwfences.oak_hedge,Oak Hedge,樫の生垣,translated
block.mcwfences.oak_highley_gate,Oak Highley Gate,樫のハイリーゲート,translated
block.mcwfences.oak_horse_fence,Oak Horse Fence,樫の馬用フェンス,translated
block.mcwfences.oak_picket_fence,Oak Picket Fence,樫のピケットフェンス,translated
block.mcwfences.oak_pyramid_gate,Oak Pyramid Gate,樫のピラミッドゲート,translated
block.mcwfences.oak_stockade_fence,Oak Stockade Fence,樫の木柵フェンス,translated
block.mcwfences.oak_wired_fence,Oak Wired Fence,樫の有刺フェンス,translated
block.mcwfences.ornate_metal_fence,Ornate Metal Fence,装飾金属フェンス,translated
block.mcwfences.panelled_metal_fence,Panelled Metal Fence,パネル金属フェンス,translated
block.mcwfences.panelled_metal_fence_gate,Panelled Metal Fence Gate,パネル金属フェンスゲート,translated
block.mcwfences.prismarine_grass_topped_wall,Prismarine Grass Topped Wall,プリズマリンの草付き壁,translated
block.mcwfences.prismarine_pillar_wall,Prismarine Pillar Wall,プリズマリンの柱状の壁,translated
block.mcwfences.prismarine_railing_gate,Prismarine Railing Gate,プリズマリンの手すりゲート,translated
block.mcwfences.quartz_grass_topped_wall,Quartz Grass Topped Wall,石英の草付き壁,translated
block.mcwfences.quartz_pillar_wall,Quartz Pillar Wall,石英の柱状の壁,translated
block.mcwfences.quartz_railing_gate,Quartz Railing Gate,石英の手すりゲート,translated
block.mcwfences.railing_andesite_wall,Railing Andesite Wall,手すり付き安山岩の壁,translated
block.mcwfences.railing_blackstone_wall,Railing Blackstone Wall,手すり付きブラックストーンの壁,translated
block.mcwfences.railing_deepslate_brick_wall,Railing Deepslate Brick Wall,手すり付きディープスレートレンガの壁,translated
block.mcwfences.railing_deepslate_wall,Railing Deepslate Wall,手すり付きディープスレートの壁,translated
block.mcwfences.railing_diorite_wall,Railing Diorite Wall,手すり付き花崗閃緑岩の壁,translated
block.mcwfences.railing_end_brick_wall,Railing End Brick Wall,手すり付きエンドレンガの壁,translated
block.mcwfences.railing_granite_wall,Railing Granite Wall,手すり付き花崗岩の壁,translated
block.mcwfences.railing_mud_brick_wall,Railing Mud Brick Wall,手すり付き泥レンガの壁,translated
block.mcwfences.railing_nether_brick_wall,Railing Nether Brick Wall,手すり付きネザーレンガの壁,translated
block.mcwfences.railing_prismarine_wall,Railing Prismarine Wall,手すり付きプリズマリンの壁,translated
block.mcwfences.railing_quartz_wall,Railing Quartz Wall,手すり付き石英の壁,translated
block.mcwfences.railing_red_sandstone_wall,Railing Red Sandstone Wall,手すり付き赤砂岩の壁,translated
block.mcwfences.railing_sandstone_wall,Railing Sandstone Wall,手すり付き砂岩の壁,translated
block.mcwfences.railing_stone_brick_wall,Railing Stone Brick Wall,手すり付き石レンガの壁,translated
block.mcwfences.red_sandstone_grass_topped_wall,Red Sandstone Grass Topped Wall,赤砂岩の草付き壁,translated
block.mcwfences.red_sandstone_pillar_wall,Red Sandstone Pillar Wall,赤砂岩の柱状の壁,translated
block.mcwfences.red_sandstone_railing_gate,Red Sandstone Railing Gate,赤砂岩の手すりゲート,translated
block.mcwfences.sandstone_grass_topped_wall,Sandstone Grass Topped Wall,砂岩の草付き壁,translated
block.mcwfences.sandstone_pillar_wall,Sandstone Pillar Wall,砂岩の柱状の壁,translated
block.mcwfences.sandstone_railing_gate,Sandstone Railing Gate,砂岩の手すりゲート,translated
block.mcwfences.spruce_curved_gate,Spruce Curved Gate,トウヒの曲線ゲート,translated
block.mcwfences.spruce_hedge,Spruce Hedge,トウヒの生垣,translated
block.mcwfences.spruce_highley_gate,Spruce Highley Gate,トウヒのハイリーゲート,translated
block.mcwfences.spruce_horse_fence,Spruce Horse Fence,トウヒの馬用フェンス,translated
block.mcwfences.spruce_picket_fence,Spruce Picket Fence,トウヒのピケットフェンス,translated
block.mcwfences.spruce_pyramid_gate,Spruce Pyramid Gate,トウヒのピラミッドゲート,translated
block.mcwfences.spruce_stockade_fence,Spruce Stockade Fence,トウヒの木柵フェンス,translated
block.mcwfences.spruce_wired_fence,Spruce Wired Fence,トウヒの有刺フェンス,translated
block.mcwfences.stone_brick_railing_gate,Stone Brick Railing Gate,石レンガの手すりゲート,translated
block.mcwfences.stone_grass_topped_wall,Stone Grass Topped Wall,石の草付き壁,translated
block.mcwfences.stone_pillar_wall,Stone Pillar Wall,石の柱状の壁,translated
block.mcwfences.twilight_metal_fence,Twilight Metal Fence,トワイライト金属フェンス,translated
block.mcwfences.vintage_metal_fence,Vintage Metal Fence,ビンテージ金属フェンス,translated
block.mcwfences.warped_curved_gate,Warped Curved Gate,ワープドの曲線ゲート,translated
block.mcwfences.warped_highley_gate,Warped Highley Gate,ワープドのハイリーゲート,translated
block.mcwfences.warped_horse_fence,Warped Horse Fence,ワープドの馬用フェンス,translated
block.mcwfences.warped_picket_fence,Warped Picket Fence,ワープドのピケットフェンス,translated
block.mcwfences.warped_pyramid_gate,Warped Pyramid Gate,ワープドのピラミッドゲート,translated
block.mcwfences.warped_stockade_fence,Warped Stockade Fence,ワープドの木柵フェンス,translated
block.mcwfences.warped_wired_fence,Warped Wired Fence,ワープドの有刺フェンス,translated
block.mcwfences.wooden_cheval_de_frise,Wooden Cheval De Frise,木のさらし止め,translated
death.attack.wired_fence,%1$s was trying to cross a wired fence,%1$sは有刺フェンスを越えようとしていました,translated
death.attack.wired_fence.player,%1$s was trying to cross a wired fence whilst trying to escape %2$s,%1$sは%2$sから逃げながら有刺フェンスを越えようとしていました,translated
itemGroup.mcwfences,Macaw's Fences & Walls,マカウのフェンス,translated
mcwfences.stackable.desc,Can be stacked upwards to be taller,上に積み重ねてより高くできます,translated
